Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Thailand,THA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,21.31,22.83,24.25,23.67,24.1,27.45,25.13,26.99,28.99,30.03,30.29,29.09,34.61,34.08,37.83,40.55,40.58,47.05,43.91,48.02,49.15,48.97,51.7,53.31,55.78,51.8,52.53,58.41,60.91,56.81,62.47,65.24,63.61,66.33,67.48,69.73,70.61,67.83,70.57,77.64,80.49,81.52,85.99,82.74,81.96,84.35,93.28,91.29,93.22,94.23,100.49,106.14,104.88,102.97,96.64,100.39,101.99,104.16,100.22,94.36,98.35,
Trinidad and Tobago,TTO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,119.07,109.72,117.22,115.02,127.16,125.02,124.22,134.01,132.96,139.34,131.32,141.15,122.74,124.35,124.87,137.58,129.79,118.52,116.06,112.54,102.96,111.68,99.64,95.03,96.19,96.09,96.48,98.61,94.82,103.12,103.05,100.66,103.9,106.03,106.68,108.94,102.56,90.61,99.1,113.09,112.35,136.51,119.7,115.33,112.72,114.27,119.76,98.37,103.66,109.46,106.85,109.03,108.52,108.7,89.16,102.15,107.2,109.48,93.92,89.52,89.53,
Tunisia,TUN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,19.2,21.12,26.84,26.07,25.17,20.81,22.85,22.79,19.24,24.92,34.42,28.93,34.77,35.19,42.08,35.12,38.3,34.89,34.04,41.6,37.48,32.93,43.81,40.73,48.46,45.12,49.88,37.54,46.0,56.65,69.89,58.31,64.77,48.27,46.69,80.44,56.42,70.66,78.41,67.09,57.93,58.61,85.12,73.58,80.96,84.42,84.18,87.02,85.57,84.63,85.35,96.35,93.4,89.59,114.83,95.59,93.75,113.37,104.15,122.95,103.68,
Turkiye,TUR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,28.58,29.46,30.35,30.45,30.13,32.59,32.91,34.38,34.28,36.29,37.62,38.44,35.71,38.67,42.08,44.59,44.48,46.83,47.36,48.32,49.56,51.44,50.43,53.82,54.43,58.98,58.07,61.83,58.49,62.3,61.21,61.31,61.11,62.39,61.55,66.04,64.01,71.2,68.41,71.56,69.0,73.25,74.45,74.04,79.47,80.93,77.28,82.25,84.49,86.16,90.15,95.48,98.16,95.76,101.8,102.44,109.0,109.14,115.05,120.68,120.5,
Tanzania,TZA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,14.02,14.41,15.66,15.59,15.76,17.49,17.39,17.24,17.78,18.79,18.77,18.64,19.82,20.03,22.99,23.98,25.8,26.48,27.74,26.27,27.48,28.92,30.29,30.95,32.91,33.29,33.24,33.15,35.64,36.28,36.67,35.85,36.88,36.09,38.95,38.58,37.19,40.7,42.16,39.83,43.1,53.56,46.59,53.98,54.74,61.11,61.35,61.98,64.1,75.59,82.7,86.8,93.36,98.98,103.49,97.53,99.07,107.75,108.47,112.31,113.67,
Uruguay,URY,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,37.26,37.47,38.82,45.55,40.42,37.67,34.62,42.66,44.36,49.28,41.16,40.04,40.56,44.54,44.85,49.72,42.62,40.91,38.5,43.01,50.59,51.15,53.96,43.3,45.87,45.88,43.62,49.07,53.69,49.3,48.38,51.79,51.2,55.0,54.8,63.69,67.18,66.92,70.29,65.55,56.76,60.86,63.19,72.85,82.25,84.08,80.54,81.59,84.3,90.65,90.12,99.16,96.27,102.76,101.26,95.99,104.32,88.76,101.5,91.82,98.83,
United States,USA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,41.25,41.31,42.94,43.49,45.35,46.31,48.66,49.19,49.82,49.11,53.32,52.76,53.67,52.62,56.76,58.17,60.19,60.68,63.41,60.9,65.89,66.7,57.78,65.41,68.59,66.19,65.48,60.46,66.52,68.81,67.32,73.34,67.27,77.0,71.51,76.52,79.13,80.09,81.01,83.0,81.63,80.43,83.11,87.93,85.62,84.45,89.62,91.21,93.04,92.23,91.37,90.9,95.81,98.13,97.01,104.86,101.96,103.2,99.65,104.05,105.46,
"Venezuela, RB",VEN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,24.39,25.01,26.44,28.54,30.42,32.2,33.7,34.92,37.55,39.35,40.08,40.3,41.61,43.23,45.86,44.9,48.79,51.54,53.69,56.7,57.7,58.86,60.99,59.92,63.82,65.74,65.57,71.02,68.91,72.29,68.68,71.33,74.7,72.36,72.66,76.49,82.3,82.75,85.56,90.78,94.22,92.01,87.87,83.42,92.98,96.27,98.44,100.08,102.16,103.32,115.66,106.01,104.53,105.75,101.45,92.79,88.83,82.03,82.12,86.85,85.78,
Viet Nam,VNM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,15.77,16.72,16.73,16.96,16.86,15.98,16.81,15.98,16.43,17.87,18.26,18.71,19.14,19.08,18.06,20.58,20.08,20.18,22.5,23.71,25.2,27.69,28.41,30.03,30.41,31.59,31.73,33.48,36.02,36.61,35.47,38.51,40.47,42.09,44.55,47.22,49.64,52.01,55.58,57.83,59.42,64.49,66.81,69.87,71.86,73.95,75.84,80.87,82.13,83.91,87.27,94.22,95.9,98.67,100.73,100.6,101.67,105.31,104.83,106.07,111.65,
"Yemen, Rep.",YEM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,20.94,21.21,21.75,22.18,22.37,21.94,21.97,21.05,20.11,18.9,22.8,22.05,23.84,24.55,28.56,27.8,28.43,27.99,30.49,31.66,31.63,31.83,28.82,31.1,32.52,36.97,36.52,40.57,42.47,39.75,37.56,42.97,45.47,45.0,45.92,45.69,48.93,52.96,53.14,57.34,61.96,62.14,64.29,64.02,64.74,69.86,75.88,80.57,92.29,99.92,98.99,104.86,108.53,108.13,99.62,92.25,91.56,90.93,104.33,108.21,104.92,
South Africa,ZAF,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,32.21,32.8,34.38,33.21,34.83,36.59,43.69,38.52,40.67,39.73,44.86,48.16,41.6,49.59,48.41,48.49,51.15,53.63,53.12,55.04,59.96,55.36,49.13,53.08,56.08,55.2,58.08,58.6,61.64,61.48,63.97,54.86,60.98,62.22,55.24,64.17,70.65,62.53,67.6,71.15,68.13,72.34,72.77,74.45,79.0,76.7,78.75,88.6,87.39,90.03,89.21,92.16,97.4,102.95,100.99,96.06,105.85,104.32,104.54,111.39,114.31,
